538:5258,90613,9603,8140,302,42657,654,616,1589,53485
539:7409,17,94817,654,58,65486,122271,62510,79261,29281
564:1891,10760,115106,86763,84,76,8,21079,31864,650
582:112154,85727,616,30865,44554,76,29,84,115761,101136
585:115815,29340,185,118465,5212,76261,81326,66440,43497,87197
590:122504,11108,2073,654,8,29,902,76,99968,8124
601:27493,226,17,378,224,70,901,1119,1410,1730
618:114529,25910,866,17,107142,12752,17017,49166,118387,64572
624:15450,3190,27045,27444,2687,76,168,1069,719,17
627:79211,114599,19731,4671,11539,7334,95747,1077,83175,9594
628:21488,608,6526,99858,2070,17,31598,104685,1412,58
632:105237,98495,102557,17109,34516,59618,65235,114049,67015,111454
633:302,654,58,8,650,84,518,76,36925,65792
634:20412,32096,54545,25910,8167,22689,23317,6202,48076,39851
646:29730,71816,1913,74843,17,262,78476,86559,76,92648
666:10192,26806,89159,9625,90372,35059,95977,95726,103974,118164
667:104777,31255,37653,70803,56002,17,54048,20441,62329,64660
669:98042,51119,74425,94180,16439,103046,2614,92369,13312,6916
678:76,22518,90788,30911,108316,117103,51881,91180,89480,87319
680:17,616,654,66045,58,50271,83985,8,29,650
681:49494,8786,6411,111572,3185,35943,110844,21341,441,40462
682:76,2318,1528,2460,26376,26942,19236,7711,26468,67088
683:669,27552,866,226,5287,1126,932,49996,27069,1825
684:93731,87814,104942,7534,94960,75085,53045,29161,60171,94511
715:59850,82049,25188,77765,4671,1753,12861,81,1547,14375
716:7443,17,102630,101394,5294,111104,75642,15366,42345,80014
741:1803,77850,168,60961,58433,301,75085,106381,86936,36079
750:2200,34508,76,8,84361,354,15,564,301,138
754:17,115815,101326,4034,302,654,58,616,8546,76
756:285,105522,616,19884,34356,119617,45539,84,8,650
757:30261,55056,118389,91733,102324,47161,564,1069,698,76
758:1109,15,407,356,10046,1240,15676,19354,4374,17368
763:81413,70890,17,5309,116554,21103,7923,47835,85986,61339
773:122715,28635,33867,76,22569,17,7547,62134,112836,103523
774:17,302,42696,1245,115202,650,90535,4669,76,8
775:55785,58,76,1102,542,518,58805,13070,866,301
782:7145,110088,71891,115249,9702,1825,26744,78934,116517,117095
784:17,302,76,5159,84,29,650,518,542,101
793:93110,3448,4756,10075,23598,398,3250,13636,40393,108740
803:11779,34760,80428,17,117797,1119,302,59782,117400,100244
813:17,302,654,616,84,650,29,58591,518,542
815:114449,97995,123108,74051,109686,58,302,654,76,8
817:59228,101394,5294,111104,28785,121516,16908,33909,29,44736
818:16670,12657,52162,19799,45719,11272,71812,121236,16815,41940
823:71891,6603,28,6799,21145,1744,105729,107822,17,14498
825:654,616,64476,58,77914,89295,118694,8,29,70
833:302,2369,58,1410,8,76,84,564,70,354
835:302,25840,60422,47263,81,654,108791,616,58,76
838:76815,8066,65469,59054,59116,84808,6344,50887,9412,59120
844:100386,1963,4847,58,85951,109759,29410,76,29,8
850:866,73567,85755,35566,16725,75257,73373,30913,102432,43694
856:6,138,70,33955,364,301,5567,598,162,866
857:302,6859,84,50271,83985,2619,76,650,8,1102
874:302,58,84,76,518,1696,29,90568,66873,508
891:361,17,302,654,76,354,29,84,58,70
899:1815,54298,17,31695,47864,78402,57870,86655,96216,120983
900:25056,56771,76295,93970,63852,51732,18322,26611,63973,3829
911:99027,88699,102387,102601,21572,37000,76,100016,106819,114564
918:17,34374,654,302,58,616,81,327,8,84
925:17,302,1344,3711,729,654,10600,1419,2406,27364
926:302,58,52878,28570,89803,139,8,76,84,1550
937:61069,776,61146,100045,57098,9941,22671,86293,54836,52748
949:17,669,866,302,76,224,654,58,81,616
964:105295,933,24293,10901,2403,15173,3207,87132,120566,89957
970:5998,73537,14636,2656,9093,67160,62975,43253,100326,83571
977:17,29,11154,650,518,6957,75645,15,736,285
981:34447,42854,94632,90295,9851,67349,40671,113860,32454,82739
982:69057,65410,5582,92715,10193,17,2162,875,1119,84
984:1572,17,395,15,57094,82953,21899,109667,32176,57447
992:17,101243,18853,113106,92524,55110,2068,41386,85642,48020
993:957,27887,654,8512,17384,79024,47245,30047,35557,85385
998:17,104747,94696,27233,6573,78730,23713,82199,302,84660
1000:17,58,3233,83774,84,8,55617,29,84106,542
1007:17,654,93330,25300,29,8,84,564,356,518
1027:168,13299,16929,56366,2318,19404,99836,104536,97487,76
1028:28819,106503,17,302,616,2031,58,518,76,97094
1044:79809,15501,53762,34237,94451,17,4288,114078,93602,107385
1045:66008,17,58,8,79497,76,84,542,650,518
1049:101626,46663,33947,9930,93694,28261,27501,110300,15598,81
1068:8928,26738,105183,48759,97955,1256,641,30600,6315,39925
1069:875,122046,85678,654,73377,86366,28684,104747,94696,76
1070:17,56,93265,58,5553,616,89869,108722,84,518
1082:16920,41487,37657,84,74989,650,98990,80920,27349,86967
1083:17,650,3278,302,518,654,61,8,138,1034
1088:10046,89696,38021,12442,17,3642,120759,23266,111420,6809
1094:16319,83506,616,58,29,301,736,70,899,508
1116:65,1059,122697,69271,43512,76,302,654,3509,13929
1121:17,1061,736,654,99297,1578,1372,6,61,205
1125:25150,829,278,302,654,84,616,58,103539,19850
1127:427,20505,1703,61213,17,92802,63590,11285,302,38220
1132:75308,17,302,58,327,654,76,9828,72599,12068
1133:18092,8947,60757,76,497,116984,120332,8,650,733
1140:58,302,616,24695,68968,108364,87950,29,8,76
1141:5512,17,87527,53027,57830,85971,4298,9594,65526,100314
1148:88107,93261,110879,121644,92323,48327,5024,12670,44600,110419
1153:6968,17,24670,69320,74188,96269,113992,114455,654,26460
1163:17,669,866,302,76,224,654,58,81,616
1166:17,46152,77848,81,5750,52204,121725,53664,302,616
1172:889,24429,111274,8128,7984,67343,36960,27190,17,35950
1192:17,302,41768,11092,58,616,51511,110877,39362,76
1204:17,302,654,58,616,99981,3160,62990,19973,26871
1208:14768,88860,24400,73044,30042,17,107655,302,81430,64537
1209:1218,108955,54430,118955,168,76,719,698,17,25018
1234:104943,96040,168,41360,52567,82024,38251,719,70083,117373
1236:64964,28911,117543,68666,106465,61635,75532,108151,113169,86493
1245:302,1187,16782,654,54963,78041,103403,97394,59510,84
1263:17,302,58,117812,119202,78424,84,650,76,8
1267:2200,73,490,1567,6485,22723,46721,19300,29552,3426
1269:4021,4755,3107,1352,73179,20951,85288,33796,2880,189
1288:67016,9362,112135,117489,37742,52601,94291,52295,1017,93519
1295:15,117461,104609,79627,616,50413,41046,5309,6759,76
1296:17,654,58,29,76,650,84,8,1102,866
1302:106646,17,302,32695,93453,654,616,105686,79351,22043
1305:27268,28,48424,64053,17,302,87017,58,56630,80447
1342:83938,22441,1099,518,84,302,656,17,2026,72675
1382:87836,21770,2993,96533,17,43064,9252,88963,302,84
1389:71313,71576,75115,238,61636,518,40853,4245,1305,1871
1391:26376,64823,70612,84296,38549,117094,95165,104871,66418,62593
1397:36025,81,82330,88584,31522,986,140,66439,2379,226
1402:302,616,58,76,84,49988,77718,40502,8,650
1405:4697,5048,24848,4461,26371,32472,38327,102858,24876,109998
1407:69841,8144,123012,302,17,58,542,285,616,486
1408:17,89309,6400,1967,109705,122983,123043,90040,302,654
1409:908,8,616,78643,62137,94450,38829,40182,387,3028
1412:1667,50953,86299,115150,146,5169,10510,44738,2743,46909
1413:55064,542,101,736,6,15,289,285,162,322
1418:88001,654,1684,76112,76,650,48119,21121,138,564
1419:4755,21011,47568,44301,79595,4825,3172,22479,56122,73179
1420:42999,8399,302,654,60131,86020,66045,29,58,179
1427:17,25219,105022,1344,84,8,29,4203,49514,82063
1430:766,24893,4522,58,114651,1196,2657,6346,3057,32004
1431:285,105522,654,58,12303,104801,78725,616,76,84
1435:1930,302,616,58,107489,76,84,29,121442,65539
1437:95778,68020,118704,698,99332,92017,103240,64518,25525,120277
1441:6559,111336,38302,52711,99840,99349,25679,52696,80319,104761
1447:41334,120181,83615,17,114917,95734,115263,49067,101442,84643
1448:42095,6559,431,8153,8077,44479,44862,33176,13895,105026
1457:322,8155,122387,19744,53312,17,15,4013,650,542
1458:17,302,616,58,76,15,84,650,121060,508
1469:302,12259,32741,53674,114261,53549,616,58,13752,76
1477:6527,22136,17,41570,55024,57010,18214,8399,68334,97701
1486:49917,108955,73356,23337,54082,47878,104258,71376,168,76
1490:17,866,6287,85828,49290,120669,77936,116801,23721,32731
1491:73284,302,29451,71650,99685,616,654,58,78683,76
1500:302,58,29,84,77447,76,99614,52538,5103,58800
1503:41005,654,58,454,616,8,11663,47240,44994,44695
1517:4755,1352,1527,3107,840,3172,4825,508,3196,378
1518:65263,67799,60494,69046,11792,58698,28620,34482,77875,20931
1535:236,2094,3531,302,356,10274,28505,654,47934,13739
1551:55299,616,650,8,71777,354,518,542,866,736
1552:89980,87822,13992,29723,19245,15294,10906,9095,54372,8892
1553:49074,76429,518,39854,31154,53547,43364,121063,75213,89117
1559:5991,89947,302,14860,20085,47281,77613,654,3599,616
1560:17,302,58,40866,518,27251,76,84,564,15
1561:17,616,58,4174,1023,76,542,100751,1576,97
1562:30347,654,43798,101139,616,58652,72273,62013,63341,29
1569:986,36425,81,226,3819,2967,106765,23600,10752,3756
1570:68040,23921,104417,18835,92493,10900,89164,48780,78319,109616
1588:109588,53,84,1119,10092,1187,46420,899,48,947
1589:86063,42489,122240,103702,93060,46462,37672,12297,654,616
1591:62108,55584,378,736,6552,11535,7006,17,3514,1527
1601:3841,46648,111497,108769,2993,96533,80695,17,43064,9252
1602:17,122292,24293,106738,185,47605,121797,98454,68957,122450
1629:17,1410,302,616,654,8,58,76,518,84
1634:80190,57108,121578,79654,22178,8830,9662,8066,862,46303
1642:114153,302,654,58,68810,115662,8,25747,76,31817
1653:23813,20847,17,302,3504,63144,112888,54733,94591,64965
1654:25164,302,9789,29,84,8,48469,650,8526,91560
1655:654,16514,45728,84891,104261,8,29,1009,76,650
1668:143,6855,15522,69141,616,113241,89803,76,650,8
1681:114471,518,17,8,58,616,84,29,87395,90768
1703:113199,20192,7312,83611,69171,70046,302,1119,15914,654
1721:513,87515,42441,34700,51214,96,2526,5117,6496,15334
1727:68712,5315,36873,26983,82885,77526,58230,66045,17,29628
1728:51881,45925,20156,85071,302,58,616,63488,3533,68378
1745:108205,104997,112628,17,9933,32573,361,285,654,899
1746:120471,38320,121905,2322,23397,25360,17,44176,33821,616
1751:54638,34167,427,55785,19552,23308,22257,58395,32070,19852
1756:8,7535,654,5553,1733,4174,322,542,1102,3347
1758:1220,5582,92715,66739,17,302,616,654,650,58
1761:1659,49421,29952,105997,83772,107588,94836,70866,113945,103650
1767:57432,86120,58,616,84,76,8,354,1187,70
1779:1674,8635,65741,17395,56748,67185,113521,83743,106740,93631
1780:32351,68717,13960,88524,1772,102096,9354,48208,64,67574
1783:79360,17,89804,28042,302,40389,55155,58,109988,12751
1787:73230,616,42010,55725,93198,60201,93745,518,29,1217
1788:16969,67455,105584,106878,44739,17,1465,698,508,19245
1794:1930,120966,17984,112466,17,654,616,302,58,101
1796:2166,8675,10012,654,8,29,84,650,542,168
1803:36169,17,91898,98485,302,654,616,58,76,36947
1820:106558,119592,23191,1352,2880,189,27932,10041,17,564
1821:74685,2302,98188,2770,35891,99711,27933,3468,17,60689
1822:10560,6957,17,40592,30745,302,2032,654,616,2976
1823:17,17326,98498,120400,84,76,650,1220,39119,6
1840:60,44980,69783,2517,616,98962,53157,117744,650,542
1841:3769,9491,75697,111071,79054,77350,89310,25312,107461,39155
1842:63550,96575,93419,74834,51086,82997,49238,17,85068,56349
1850:57212,54202,44448,28,48424,64053,35475,71153,13135,50703
1853:7037,46365,25442,101256,26589,72504,92819,39898,119647,97993
1854:17,302,101032,654,116295,8,60815,53155,76,84
1862:5319,57158,105831,302,22377,80573,82100,616,38856,119950
1880:17,875,64988,42833,114224,77624,1119,32,84,302
1883:18103,302,13063,4502,654,8,1204,98887,58,59078
1890:90163,85260,90605,990,42469,120234,48829,96241,18055,616
1891:33603,76165,47353,5044,98204,73584,1460,2153,2351,760
1893:6011,302,654,616,58,51706,84,29,76,88340
1894:26963,107318,119117,24898,31886,654,616,54267,78188,34774
1911:42263,102655,22665,53100,69327,29727,9127,5671,10348,17271
1912:40124,49088,112588,17,8,302,986,654,76,616
1913:93599,17,121516,16908,33909,34178,302,6506,53552,100800
1930:48930,197,2548,23642,45891,78494,70997,59104,105511,5627
1932:105874,106225,53341,83553,102805,1663,107262,80726,102537,20487
1950:4254,90057,35978,43423,60324,3465,55340,24745,301,542
1951:117484,28510,91621,26122,1360,2121,23464,53519,17,1099
1952:17,616,78895,76,84,8,109402,39700,61790,27676
2005:65726,302,61136,76,29,650,542,518,564,37091
2017:13894,47586,23213,11246,24848,4461,32472,102858,24876,73058
2025:72934,15837,96383,5415,10075,236,17,29,10007,17064
2030:568,105670,90605,114160,55067,69701,8643,78369,17,4078
2034:89084,6186,26838,16872,22904,9914,57937,24432,19908,6125
2038:101235,12222,100615,116994,60478,84522,45,9929,62981,17
2046:34052,18891,10492,27296,13889,11199,91537,9101,75233,26567
2058:12597,43327,17944,48197,121818,1410,3711,7869,327,2815
2068:17,1800,302,1405,3728,616,654,9458,107671,69773
2070:84,5553,654,13580,4174,510,542,322,3347,2537
2071:302,616,58,63695,70,518,76,650,2906,115278
2072:107578,58738,50787,53804,118777,26207,322,302,654,354
2074:10243,107507,31093,108625,93925,106668,117334,14552,55568,88579
2075:548,35850,113879,58373,93221,302,654,28,55032,56590
2076:17,669,866,302,76,224,654,58,81,616
2077:656,98244,102191,17,94791,83775,101672,69114,654,2917
2080:16104,17,679,105159,91265,654,43133,58,70817,650
2085:3551,12133,829,31269,85669,17,32300,89092,23301,117574
2097:33363,73761,53255,302,616,93252,56501,80040,654,58
2112:89259,108706,226,17,39286,35996,64461,106792,21808,76
2115:48871,25595,64693,88329,17,77045,118436,83568,40705,77948
2116:36109,59468,81760,17,50189,99317,3100,37926,88340,64570
2123:17,69075,899,321,107168,654,48,76,616,8
2135:1966,38008,31817,17,6759,3307,1887,111185,78093,34080
2141:77063,31978,81,698,228,5844,40084,780,4194,1468
2147:3448,3791,24718,4756,23598,16911,10075,3233,7682,398
2154:5010,32577,41046,719,110075,102703,56530,91227,17,36151
2160:4174,188,67922,322,17,30094,64095,302,15,87284
2162:661,2012,7118,719,37069,70112,76,463,5480,10559
2170:17,302,108940,105226,58,76,650,542,8,564
2177:17917,14500,3329,2596,5403,54962,2021,262,59341,8973
2184:57837,115775,13683,49675,58,14965,16996,32619,616,67060
2185:100751,41046,71552,83253,94373,104803,81442,69561,97515,4949
2187:840,10541,27070,2548,13049,3196,15170,8069,5111,17380
2211:51070,19145,62500,80545,73213,4791,18286,58302,122822,47239
2223:98042,652,51119,74425,94180,16439,103046,4237,31711,11469
2243:54173,3185,17,51212,32275,21578,23312,13805,29238,18253
2244:17,302,616,654,80182,8,58,84,52965,518
2247:81201,38483,3249,302,12575,11447,6,40390,554,654
2250:49715,22792,7838,4103,20514,168,89865,463,801,9874
2253:67569,36883,33862,98557,110744,108218,986,28063,5103,226
2260:17,669,866,302,76,224,654,58,81,616
2261:1631,302,64870,9525,85228,654,616,58,76,899
2262:17,669,866,302,76,224,654,58,81,616
2290:65,15,29,650,285,87465,542,1382,518,1102
2291:17,13636,29116,616,121600,11301,29,76,84,8
2293:84198,32574,4907,121826,85523,111450,236,123264,101651,71420
2301:102372,3619,1036,27698,4032,17,429,302,84,1102
2302:16229,33882,1524,39395,17,245,15642,70923,774,1827
2304:49494,25853,93746,76,59064,79093,29551,28233,119413,719
2318:654,76,84,29,61927,95124,22941,108126,36078,1102
2325:9948,111422,2002,66260,79108,70778,899,302,84,8
2335:83691,6446,58254,17,1119,34571,15510,99602,302,654
2343:108101,17,302,840,1787,13419,17352,16833,1139,67459
2346:70,17,76,81,302,23114,94821,654,616,36186
2347:109758,2186,7728,100785,14754,52756,58282,52982,85842,64260
2348:1888,5542,17,829,302,654,94293,54357,1874,2649
2362:17,669,866,302,76,224,654,58,81,616
2363:17,25396,302,616,650,29,76,8,84,708
2364:302,616,29,650,84,76,8,354,1102,101
2369:5638,69193,18902,107421,8227,82228,2201,78608,30931,75387
2373:49219,81193,17,84,654,302,76,616,58,1102
2381:17431,17,17909,302,1109,654,58,84116,84756,616
2382:55584,22774,114972,51347,117116,111579,6545,116,17,1506
2384:17,32047,1119,245,4420,302,84,1902,26238,654
2385:60707,110808,40744,17,77873,96592,302,10610,83401,46490
2392:17,669,866,302,76,224,654,58,81,616
2393:1023,57818,108197,17,122518,104619,54783,302,63729,100950
2394:103705,302,616,654,93519,88914,73561,74535,76,58
2395:17,616,41011,73865,30745,119023,76,650,84,8
2399:66252,67271,67455,17,120500,29013,76,226,59795,40079
2405:17,74934,302,654,58,15,8,76,109242,119678
2407:87928,72003,117108,65920,18966,2703,18287,17,2133,38657
2408:302,654,84,58,866,29,616,354,1102,76
2419:94097,55081,81212,13874,9249,42199,71231,42594,45042,7350
2429:18820,73567,85755,16725,35566,75257,73373,30913,102432,43694
2447:29,84,76,1102,354,8,866,53432,56752,42960
2452:2282,12832,24481,10127,2265,1913,6387,2848,19376,25216
2453:23740,29657,71417,128,16642,11941,302,429,3911,20408
2454:30918,47568,44301,95041,1352,23184,54783,3107,2880,1527
2456:17,76,58,616,29,84,650,8,736,866
2461:1410,3304,64312,29,80336,518,542,74500,116848,138
2464:11155,12883,93288,654,31960,55606,83210,103789,114533,616
2465:77937,115602,616,58,84,10544,26998,103210,44280,75936
2469:302,102048,60292,616,18081,108800,9049,115039,46411,58
2489:2632,76917,51061,719,168,64764,54384,81228,38174,62566
2491:17,669,866,302,76,224,654,58,81,616
2499:1097,92989,114015,95770,29347,27738,109836,113414,33793,69044
2500:82592,82872,2480,53917,80899,119987,7334,79687,111840,21711
2501:162,56313,115576,21980,43586,73547,43745,61345,38279,18182
2505:115961,29975,93596,17,29273,654,28519,89026,107250,2918
2510:61999,41523,108904,79435,56151,87193,98681,45322,3650,98042
2515:68534,26448,89344,29220,37003,34456,44784,37186,63660,119986
2518:3928,100998,89611,100543,40,5097,3568,361,17,890
2520:17,42902,302,22121,654,616,84,58,8546,51558
2521:3753,69959,454,60356,121947,41313,23081,59638,27882,80575
2524:17,8,302,654,58,322,486,1499,205,5183
2536:17,302,35593,111493,76,8,518,84,542,564
2541:302,58,654,76,106587,138,84,8,29,114523
2547:17,15975,27535,67346,23503,302,654,616,58,650
2553:3509,9134,18939,37961,3912,50469,15436,31397,8895,5125
2558:76,74498,17,4792,9247,13194,1296,661,12254,859
2560:62335,111744,645,90362,31086,23909,66030,12313,58,616
2563:302,32907,654,58,67271,50794,107795,33054,650,15453
2573:7178,80602,58,616,40389,104125,64167,29,76,8
2591:88578,95718,58832,57671,17,48037,99385,117330,84547,2837
2596:104050,366,26412,24305,119199,50512,12034,91100,302,17
2597:3423,17,780,262,226,2241,76,3137,500,986
2601:17416,69662,33605,29591,108568,7334,17,69262,77403,42851
2604:367,59503,12269,41039,32096,3477,8167,12332,64062,26342
2611:119991,100207,54631,123016,106772,57759,302,2119,111760,91898
2612:17,302,654,58,76,542,29,84,518,861
2615:75887,82750,36806,41688,78739,8,650,40124,76,29
2625:119442,38943,64391,8117,774,1827,2714,2403,17,99182
2626:2897,58990,302,103702,616,699,84,76,69099,49975
2634:8213,422,18477,71850,10046,83929,82680,55514,62409,86978
2636:32293,50089,82399,47986,90382,654,58,616,29,84
2639:89595,72710,7182,37505,26621,41626,75057,116189,110821,75265
2650:114727,9776,7016,88022,87621,113945,103650,17345,30210,90235
2661:7999,29580,32567,39848,117030,1405,245,8020,1099,1245
2663:59567,68791,75789,4600,51191,27788,6987,17,84,899
2666:28830,17,37677,90195,654,302,58,616,966,48409
2676:12821,654,3244,1567,1168,24698,289,6759,4174,179
2689:74776,17,56908,5968,25638,77319,302,33546,654,616
2693:118736,790,58900,7927,99521,120178,44435,108762,26505,103766
2708:17,98959,101841,48470,58990,35489,58491,51696,654,302
2709:34055,17,114000,122936,56317,616,654,81678,122247,245
2713:43982,36050,74340,8,17,699,61,245,508,650
2715:104884,2259,984,76,2318,1400,2153,5738,118211,10267
2716:16542,56430,76547,12535,500,1460,13400,5381,236,3789
2727:20913,51626,92667,51511,58,7909,9862,49752,107781,616
2730:17,93878,5871,71702,33731,654,10520,112994,616,8
2731:18127,12710,616,29,37601,113630,115144,650,84,76
2734:61231,103069,111796,25292,564,76,4017,1069,736,2414
2735:4121,39840,87818,28892,63032,1527,3172,22262,52155,106687
2737:40488,38152,17,13218,36854,4981,14319,18903,35765,23398
2745:107581,44093,17,72609,105545,90779,1902,29521,23609,32607
2746:119724,27209,24118,16151,5595,4158,22338,35685,32863,13137
2748:5287,7320,42057,5117,327,32274,1003,43178,32514,6793
2756:1550,103429,33859,75768,41990,616,302,654,58,650
2760:76,29,650,84,8,6,1102,542,138,564
2776:17,669,866,302,76,224,654,58,81,616
2799:39328,96172,83281,79368,62976,46437,67476,40725,33131,97366
2802:111404,48964,32162,71272,20791,64672,20296,79262,20972,1684
2803:88529,11718,2074,347,14237,670,33572,19829,107440,87502
2804:64570,122518,104619,925,60363,2139,15980,82972,118765,17
2805:3014,4707,58,3191,37533,65176,53520,4348,873,616
2812:28819,106503,57454,302,654,8,650,106833,86258,1097
2815:28387,41543,47246,90280,12136,30976,27295,3438,8252,10597
2827:23862,8118,52340,5017,75937,8964,17390,62155,80545,73213
2831:76,294,5517,18291,96998,2621,654,58,84,109462
2846:7655,54067,387,190,302,16056,654,616,1205,80963
2848:17,654,616,521,8,76,88891,29,650,44275
2853:18850,68624,5738,1867,25669,262,5550,698,27420,38736
2854:47568,44301,120907,89602,99170,93579,56102,114973,23179,59214
2857:65374,1133,113793,55747,53159,84476,106986,22077,39886,46643
2858:17,109706,15113,354,29,84,650,76,1102,542
2861:47499,79756,24002,76253,31894,96649,81938,34372,84603,10630
2871:41592,56599,43625,33679,16005,70375,64603,112270,110418,24273
2907:1109,84116,84756,654,302,58,84,616,866,11900
2912:98981,74453,37537,110115,85079,25808,42655,45051,40686,226
2914:112846,17,65826,99294,23460,12007,111126,302,654,58
2924:78191,81186,25568,31426,63990,54437,49693,37932,122516,101888
2925:33009,50757,85677,12165,24040,38729,15337,7851,54442,7014
2947:90863,2741,8643,46125,18970,66993,66050,24301,23124,10829
2951:29768,285,7803,11919,3,1184,12712,302,654,322
2959:7869,78171,76452,90408,72553,67553,68835,100101,17,616
2960:17,21104,15795,80479,28028,119270,17889,302,66091,418
2963:17,24423,103436,616,58,302,654,90155,123127,8
2965:29174,106585,46210,39796,93950,86872,57868,57034,698,986
2967:33731,2268,37929,5582,616,72760,302,92715,90053,117663
2970:96965,53215,17,616,3176,46979,58456,93455,38450,107004
2977:70029,101122,96196,91275,4334,17,3915,38898,101188,110816
2981:1455,43352,87914,7023,106400,59661,86267,79164,29,118014
2989:95041,25079,17,105728,50757,85677,302,88226,76,616
2990:96466,48622,29000,74172,2961,22420,98810,13581,7534,94960
3002:17,669,866,302,76,224,654,58,81,616
3004:168,25562,50763,83191,8860,984,11889,118245,76,4940
3011:2807,85653,123311,11851,17349,61169,120408,55993,52257,44919
3013:47498,94238,48711,84043,50552,4755,22479,56122,71173,52721
3037:17,669,866,302,76,224,654,58,81,616
3038:101277,247,65611,47404,83090,6503,50306,37869,69606,10386
3044:38911,121873,76740,302,81,654,3350,8,84,58
3070:1799,8783,10692,70750,66930,108499,44323,4146,9557,2528
3081:17,88433,109653,13429,36235,118599,21451,46299,61019,115443
3100:62422,27082,302,616,32115,73448,60677,87730,79451,33806
3102:61121,39929,71592,27207,86341,99758,88141,117129,82031,21357
